,name,address,stalls,lat,lon
761,FOODCITY (21),"21 LORONG 7 TOA PAYOH, S310021","['DS 21 TP', 'LE JI PAU & DIM SUM', 'LE XIANG WEI SEAFOOD', 'MV 21', 'SEMBAWANG NOODLES']",1.33544818177957,103.857495922448
762,FOODLOFT (3),"3 ST GEORGE'S RD, S320003","['3 CHOICE', ""3 COLLIN'S"", 'BRIYANI 47-ST GEORGE', 'CHUYI', 'JAP N KOREAN CUISINE', 'OK CHICKEN RICE ST GEORGE', 'TJ RHU WANTON NOODLE 3 ST']",1.3225873518737,103.861107276991
763,FOODPOINT (325),"325 UBI AVE 1, S400325","['C.W ROASTED DELIGHTS', 'DRINKS STALL', 'FISHBALL NOODLE', 'MIXED RICE', 'ZHONG JI', 'ZI CHAR']",1.32770471680567,103.903826117652
764,GEYLANG EAST HIN SIN FOOD CENTRE,"121 GEYLANG EAST CENTRAL, S380121","['BOON CHICKEN RICE', 'EATERO 121 GLE', 'OLD AIRPORT WANTON NOODLE', 'YAKINIKU WARRIOR']",1.31804549523722,103.885311479882
765,GRAINS & HOPS (78),"78 CIRCUIT RD, S370078","['78 MIXED RICE', 'BADALING DRINKS 78', 'LAM BEE CHICKEN RICE']",1.32788057175878,103.88522031341
766,HAI FONG COFFEE SHOP,"203 TOA PAYOH NORTH, S310203",['QIYIN MINCED MEAT ND'],1.34205287411841,103.84939599719
767,HAPPY HAWKERS (18),"18 JALAN MEMBINA, S164018","['AAYAN INDIAN CUISINE', 'DA YAN', 'LAU JIANG NOODLES', 'MING XIANG']",1.28572375455802,103.8267854483
768,HEAP SENG LEONG,"10 NORTH BRIDGE RD, S190010","['HEAP SENG LEONG', 'INCREDIBLE ROASTED MEAT', 'YE JI SOUP']",1.3055523404779,103.863562821016
769,HOKI (146),"146 JALAN BUKIT MERAH, S160146","['FEI ZAI XIANG', 'LIM EMPIRE NOODLE HOUSE', 'RONG JI BAN MIAN', 'SEAFOOD RESTAURANT', 'ST 1', 'TWCC & PARTNERS PTE LTD']",1.27783733331047,103.830814605787
770,HONG KONG ST CHUN KEE,"125 BUKIT MERAH LANE 1, S150125","['DRINKS STALL', 'TZE CHAR', 'WANTON MEE', 'YAY NASI LEMAK']",1.28593366735427,103.802999737988
771,HOY FATT 28,"28 HOY FATT RD, S151028","['HAINAN GUANGDONG ZHU CHAO', 'HENG KEE HAINANESE CURRY', 'TANJONG RHU WANTON NOODLE']",1.28675654367639,103.810121713045
772,JEFFAMILY TOA PAYOH,"78C TOA PAYOH CENTRAL, S313078","['GOLDEN ROOSTER', 'JOYFUL SEAFOOD', 'PILCCOLO PIZZA PASTA']",1.3344922010528,103.849799119942
773,JIN BIAO COFFEESHOP (136),"136 POTONG PASIR AVE 3, S350136","['NEW REALM VEGETARIAN', 'THAI PARADISE', 'UNCLE SIM NOODLE', 'ZHONG JI']",1.33398254838691,103.866520142842
774,K88 COFFEE HOUSE,"5 BANDA ST, S050005","['K88 COFFEE HOUSE', 'K88 KOPITIAM', 'KKYTF-K88']",1.28119737026913,103.843437320613
775,EPIC HAUS,"211 LOR 8 TOA PAYOH, S310211","['HONG CHENG MIXED VEG RICE', 'UNCLE LEAW THAI SEAFOOD']",1.34042178857688,103.853768900549
776,KIM SAN LENG,"116 BUKIT MERAH VIEW, S151116","['CS116', 'YU PAN-BM116', 'KENG HENG LOR MEE 116', 'KIM SAN LENG', 'MASTER SPICY', 'POR 116', 'SHENG JI FISH BALL', 'UNCLE PENYET@BUKIT MERAH']",1.28512215258239,103.821606935412
777,KIMLY (106),"106 BIDADARI PARK DR, S340106","['ERBOMU NOODLES 106', 'FAMOUS HK ROASTED DELIGHT6', 'GUO CHANG MALA', 'MVR106', 'TENDERBEST']",1.33369947750043,103.870796085779
778,KIMLY (26),"26 JALAN MEMBINA, S161026","['DS26', 'MVR26']",1.28263437649669,103.825595753657
779,KOPITIAM (19),"19 GHIM MOH RD, S270019","['ASAM PEDAS CLAYPOT', 'HAO XIANG NOODLE 19 GM', 'HUA SHUANG FOOD HOLDINGS', 'JAPANESE CUISINE', 'SG5915CHEN XIANG GUAN', 'YI SHENG 19']",1.31143852315951,103.788298892377
780,KOUFU (88),"88 TANGLIN HALT RD, S141088","['KOUFU 88 DESSERTS', 'KOUFU 88 DIMSUM', 'KOUFU 88 STTH10', 'KOUFU 88 STTH12', 'KOUFU 88 STTH2', 'KOUFU 88 STTH3', 'KOUFU 88 STTH5', 'KOUFU 88 STTH7', 'KOUFU 88 STTH8', 'KOUFU PTE LTD 88 DRINKS']",1.30178506364186,103.798226442608
781,LA KOPI (165),"165 BUKIT MERAH CENTRAL, S150165","['GUAN TIN ROASTED DELIGHTS', 'LEMONGRASS STORY 165', 'MAN LIN F&B PTE LTD', 'MAWAR MERAH', 'MAWAR MERAH S2']",1.2829569880635,103.816934790553
782,LEE KWANG KEE TEOCHEW CUISINE,"212 LOR 8 TOA PAYOH, S310212","['STALL 1', 'STALL 2', 'STALL 3']",1.34064293639026,103.85433449712
783,LIAN SENG,"40 BEO CRESCENT, S160040","['CHICKEN RICE', 'DRINKS', 'LIAN SENG', 'LIM TECK GUAN', 'SENG KEE']",1.2890578915448,103.827513018252
784,MEI CHENG SHI GE,"53 SIMS PLACE, S380053","['LEMONGRASS STORY', 'LIANG GUANG FISH SOUP', 'REALLY THAI']",1.31782374680828,103.88007758537
785,NAN HEONG HO KEE,"148 SILAT AVE, S160148",['DRINKS STALL'],1.27688315064164,103.830883904963
786,NEW CENTURY FOOD HOUSE,"66 LORONG 4 TOA PAYOH, S310066",['HAI YUN SEAFOOD PTE. LTD.'],1.3350133256365,103.851778402294
787,NGHEE HUAT EATING HOUSE,"51 LORONG 6 TOA PAYOH, S310051","['BIG BONES', 'HAINANESE WESTERN']",1.33778337648439,103.852507455855
788,OLD TIONG BAHRU BAK KUT TEH PTE LTD,"58 SENG POH RD, S160058",['OLD TIONG BAHRU BKT'],1.28462080421635,103.832979536063
789,PIN WEI SUPERIOR SEAFOOD,"19 TOH YI DR, S590019",['PIN WEI'],1.33996269630769,103.77389767866
790,POR KEE EATING HOUSE 1996,"69 SENG POH LANE, S160069",['POR KEE EATING HOUSE'],1.28414816852897,103.832785763648
791,S STAR (25),"25 GHIM MOH LINK, S270025","['EAT ONE MORE BOWL 25GM', 'HK ST HOCK KEE', 'HONG HENG RICE HOUSE 25GM', 'ST 1', 'THE 6IXS', 'ZHI ZUN GM']",1.30811886342473,103.786049384646
792,S11 (43),"43 HOLLAND DR, S270043","['SHAN YI MAO YI PTE LTD', 'XIAO SHANGHAI (533)', 'ZHONG HUA GUO WANG']",1.30743411126247,103.792897574712
793,SIN BEE KENG,"74 WHAMPOA DR, S320074",['74 MIXED VEGETABLE RICE'],1.32471579654689,103.857752875203
794,SING HIAP HUAT,"19 LORONG 7 TOA PAYOH, S310019","['CHUAN KEE (TPY)', 'HOKKIEN MAN HOKKIEN MEE']",1.33528228598942,103.856504185339
795,TAI HO SOON COFFEESHOP,"1 TANJONG PAGAR PLAZA, S082001","['CHINESE VEGETABLES RICE', 'DRINKS STALL', 'EURO THAI MALA HOUSE', 'HAKKA YONG TAU FOO', 'MALAY FOOD STALL', 'MEET PAUL', 'WEI WEI CARROT CAKE', 'XIN HUA HOMETOWN CUISINE']",1.2755961982077,103.842393171342
796,THE YOUNG ONES EATING HOUSE,"158 MEI LING ST, S140158","['AYAM PENYET POWER', 'CHENG JI', 'PRATA KING', 'SEAFOOD TZICHAR', 'THE YOUNG ONES', 'TX HERBAL SOUP']",1.29274038365689,103.802806668414
797,TLB65,"65 TELOK BLANGAH DR, S100065","['AMG_65', 'CITADINES KITCHENS (WAH)', 'CS 65', 'DS65', 'XING LONG FISH SOUP']",1.27406230448123,103.810424079622
798,WISENG FOOD PLACE,"462 CRAWFORD LANE, S190462","['FENG SHENG EATING HOUSE', 'LAI WAN ZHOU', ""SIM'S NGOH HIANG"", 'WISENG FOOD']",1.30458618988007,103.860840751642
799,XIAN WEI GUO,"118 COMMONWEALTH CRES, S140118","['118 SEAFOOD PARK', 'KOPI KIA PTE LTD']",1.30675132855828,103.800693403924
800,YI HE EATING HOUSE,"638 VEERASAMY RD, S200638","['DRINK', 'JIN XI LAI', 'VICTOR FRIED CHICKEN', ""ZHEN'S KITCHEN""]",1.30723342621978,103.85534583569
801,YONG LI (116),"116 ALJUNIED AVE 2, S380116","['5 GRILL KITCHEN', 'JOYFUL SEAFOOD 116', 'KUNGFU MALA HOT POT', 'MEIXI YONG TAU FOO ALJ116', 'MIXED VEG RICE ALJUNIED', 'QIANG', 'RUNCHENG', 'TAN JI SEAFOOD SOUP', 'YONG LE']",1.32124570546254,103.886700619832
802,YUEN FUNG RESTAURANT,"87 WHAMPOA DR, S320087","['33 FISHBALL NOODLE', 'PIN XIANG SEAFOOD']",1.32328917067445,103.855735557842
803,AUTOBAY KOPI PLACE,"1 KAKI BUKIT AVE 6, S417883",['YI LI MI MIXED VEG RICE'],1.34136487538191,103.912414490005
804,JOHNSON EATERY,"9 TOA PAYOH IND PARK, S319061","[""BRO'S BBQ F&B PTE. LTD."", 'FEI ZAI BBQ', 'GOOD LUCK FOOD COURT LLP', 'JOHNSON9 EATERY', 'LITTLE SAYANG', 'LOKMEUP PTE. LTD.', 'SENG LEE CURRY RICE', 'XIANG MAN YUAN', 'XIANG MAN YUAN SEAFOOD', 'MIN LOCK YUEN EATING HOUSE', '1 KAKI BUKIT AVE 3, S416087', 'CHICKEN RICE', 'LIANG GUANG FISH SOUP', 'LILY BEE HOON', 'MIN LOCK YUEN EATING HOUSE', 'NASI PADANG', 'YONG TAU FOO']",1.33674506157381,103.860127995999
805,MIN LOCK YUEN EATING HOUSE,"1 KAKI BUKIT AVE 3, S416087","['CHICKEN RICE', 'LIANG GUANG FISH SOUP', 'LILY BEE HOON', 'MIN LOCK YUEN EATING HOUSE', 'NASI PADANG', 'YONG TAU FOO']",1.3367663870581,103.90494102192
806,WANG NANYANG,"1002 TOA PAYOH IND PARK, S319074",['YUAN JIA'],1.3349435906596,103.861040942076
807,WONG POH KOPITIAM,"3026 UBI RD1, S408719",['AH HUA NOODLE'],1.32782387467605,103.894835417837
808,50A MARINE TERRACE MARKET,"50A MARINE TERRACE, S441050","['#01-335', '#01-337', 'GUAN HANDMADE FISHBALL', 'HAJI STORE']",1.30572973591916,103.915737035334
809,84 MARINE PARADE CENTRAL HAWKER CENTRE,"84 MARINE PARADE CENTRAL, S440084","['#01-67', '#01-85', '@CART', '01-70', '01-93', '77 BAN MIAN', '84 MP CURRY SPICES', 'A FLORIST INN', 'AH ZHENG BAN MIAN', 'BAG REPAIR SPECIALIST', 'BAK KUT PRAWN MEE', 'BAKERSMITH', 'BEANCURDLISM', 'BEEF STALL', 'BT & U', 'BUTCHERY 103', 'BUTCHERY 104', 'COFFEE QUEEN', 'Creative Coffee', 'DE JI COFFEE STALL', 'EGGS', 'EMMANUEL', 'FISH STALL 95', 'FISH STALL 96', 'FISH STALL 97', 'FISHBALL', 'FOUR SEASON CENDOL', 'FRESH CHICKEN 100', 'FROZEN FOOD 101', 'FROZEN MEAT 102', 'FRUITS STALL', 'FU JI KWAY CHAP', 'GAO YANG TEA STALL', 'HOCK CHUAN HUAT', 'HOMEMADE NOODLES', 'HOMEMADE SPRINGROLL', 'HOON STORE', 'HOT & COLD DRINKS', 'HUP LEE', 'IZAHRAHMAN CORNER', 'KATONG POH', 'KUCHING KOLO NOODLE', 'KUN JI', 'LA MIAN', 'LEEHENG CHICKEN RICE', 'M F @ MARINE PARADE', 'M P FRESH CHICKEN 98', 'NAM KEE', 'NEPTUNE HONG KONG TIM SUM', 'NEW WORLD CONGEE', 'PROVISION STALL 72', 'PROVISION STALL 73', 'QIAN WEI', 'ROY CAFE', 'SHANKX', 'SOON HENG FISH SOUP', 'SOON SOON SOON', ""ST MARY'S TRADING"", 'TEK SIONG DRINKS STALL', 'TIANKEE CARROT CAKE', 'TIP TOP WESTERN FOOD', 'WHOLESOME VEGETARIAN', 'WONG KEE', 'XIAO JUAN ZHA CAI FAN', 'XING LONG COOKED FOOD', 'YA LONG VEGETABLES', 'YI LU FA', 'YONG TAU FOO', 'YOUNG LIFE', 'YU KEE DUCK RICE']",1.30228520968842,103.906288669909
810,BEDOK INTERCHANGE HAWKER CENTRE,"208B NEW UPPER CHANGI RD, S462208","['99 DESSERT IN CUP', 'ALISHAN', 'ALSALAM TEH TARIK', 'BEDOK 208 WF 40', 'BEDOK PRAWN NOODLE', 'BEDOK WESTERN FOOD', 'CHWEE KEUH', 'CURRY MVR', 'FATT SOON KUEH', 'FRUITS & JUICE @ BEDOK', 'GIM CHEW', 'GUAN HENG CAFÉ', 'HAI FA GUO ZHI', 'HAPPY DESSERT', 'HV NASI LEMAK', 'JEFRI', 'JIA DONG HAO JIAN', 'JIANXING JUICE', 'JIMMY FRIED DELIGHT', 'JIT SING SATAY', 'JOOHZ COLD PRESSED & ICE', 'KATONG BEVERAGE', 'KIN KHAO YANG', 'LEE KEE', 'LEE KWANG KEE', 'LIAN HUAT', 'LUCKY NOODLE', 'MA LA XIANG GUO', 'MEETING POINT CAFE', 'MEI XIANG', 'MING HUI NASI LEMAK', 'MINHAD', 'PENANG KITCHEN', 'PIN WEI DESSERT', 'PIN XIANG', 'POH KEE WANTON NOODLE', 'PONTIAN WANTON MEE', 'QIAN WEI', 'QUAN JI TEOCHEW MEE', 'RENQI DESSERT', 'SELERA HAINANESE', 'SHUN XING DUCK', 'SIMPLY FRESH', 'SONG ZHOU', 'SOUP', 'SPINACH SOUP', 'TANG SHIFU', 'TEA CAFE', 'TFF FONG FATT', 'TIONG BAHRU PAU', 'WAH KEE', 'WAN GUI JOOHZ', 'XIAN CHENG', 'XIN KEE', 'XIN MEI CONGEE', 'XUE HUA FEI', 'YONG HWA', 'YU KEE', 'ZHONG HUA NOODLE', 'ZHONG XING BAN MIAN']",1.32481816551889,103.930544296289
811,CHANGI VILLAGE HAWKER CENTRE,"3 CHANGI VILLAGE RD, S500003","['4M CHANGI VILLAGE', 'A&Z MUSLIM KITCHEN', 'AL MUJIB', 'AL-BAIK WESTERN FOOD', 'BAKSO SOLO SINGAPORE', 'BALA CAFE', 'ENG TAI STORE', 'GUI LIN', 'JIAN FA COFFEESHOP', 'MING YAN ECON BEE HOON', 'NURUL POWER', 'OLD SCHOOL CANTEEN', 'SENG HENG', 'SIN HOE HENG TRADING']",1.38965834308064,103.988091826679
812,HAIG ROAD MARKET & FOOD CENTRE,"13 HAIG RD, S430013","['AH HUAY VEGGIES 01', 'AH HUAY VEGGIES 02', 'ALTERNATION', 'BEAN & NOODLE', 'BERKAT CHOICES', 'CHANG HONG', 'CHUA CHOONG POO', 'FRESH SEAFOOD (WM)', 'FRESH SEAFOOD SUPPLY', 'GAN TJIN LIN', 'GLORIA FASHION', 'KANG ST PRESERVED N DRIED', 'KEN HWAT JOSS PAPER', 'LIM FRUIT STALL (WM)', 'LOCAL FISH & SEAFOOD(WM)', 'MUNIRAH SHOP', 'PHUNG SWEE PEOW 01', 'PNG PUAY HOON', 'RICK LIM', 'ROSANA', 'SH SEAFOOD', 'SOON HUAT PROVISION STORE', 'SUNDRYGOOD', 'SUNDRYGOODS', 'VEGETABLES', 'YEE FLORIST (WM)', 'YI JIA FLORIST (WM)']",1.31510752106275,103.895587944619
813,JALAN BATU HAWKER CENTRE,"4A JALAN BATU, S432004","['4AJB-JALAN BATU', 'AH MAH CHWEE KUEH', 'ALAWDEEN BRIYANI', 'BELIRUB', 'BOON SENG CURRY RICE', 'CHIA FRESH VEGETABLES', 'CHUAN COOKED FOOD', 'CLOVER DELIGHTS', ""COME LET'S MAKAN"", 'DORIS ALTERATION', 'FENG JI KWAY CHAP', 'FROZEN FOOD 0211', 'FRUITS #02-05', 'HENG HUAT COOKED FOOD', 'HONG KEE CHICKEN RICE', 'HONG LEONG FRUIT JUICE', 'HONG NOODLE HOUE', 'HUA COFFEE AND DRINKS', 'HUA KEE', 'J & J TEH TARIK', 'KAMPUNG PANCAKE', 'LE LE CHICKEN', 'LIFU COFFEE N TOAST', 'LIM FRESH FISH', 'LINK ASIA SEAFOOD (WM)', 'MENG FRUITS', 'OLD PLACE PRAWN NOODLE', 'SENG KWONG DRINKS STALL', 'SOH FRESH PORK', 'SPINACH SOUP', 'TANJONG RHU WANTON MEE', 'THAM M F STALL', 'WANG LAO WU', 'WANG ZAI XIAO CHU', 'XIN XING HAINAN CHICKEN']",1.30236034827101,103.883909473726
814,PASAR 16 @ BEDOK,"16 BEDOK SOUTH RD, S460016","['01-112', '01-126', '01-127', '01-128', '01-129', '01-138', '01-181', '01-182', '01-183', '01-184', '01-187', '01-188', '01-83', '01-85', '01-94', '01-99', 'ABG.DIN', 'AH POH FROZEN FOOD', 'AH QUAN BAK CHOR MEE', 'AH WAK ROJAK', 'AKBAR N DAUGHTERS', 'ANGE FASHION HOUSE', 'ANNABELLE 186', 'BEAN CAKES STALL', 'BEDOK SOUTH FRESH SEAFOOD', 'CHILLED SOYA BEACURD', 'CHUAN BEE FASHION', 'DAILY UPWARDS MALA HOTPOT', 'DRESSED POULTRY 152', 'DRESSED POULTRY 175', 'DRESSED POULTRY 176', 'DRESSED POULTRY 177', 'DUCK RICE', 'E.ER FASHION', 'EGGS STALL', 'FASHION 79', 'FISH STALL', 'FISH STALL 169', 'FRESH FISH', 'FROZEN FOOD', 'GOGO SEAFOOD 136', 'GOGO SEAFOOD 137', 'H MS MINIMART (WM)', 'HAINANESE CHICKEN STALL', 'HALAL FROZEN FOOD', 'HUNG KANG FISH SOUP', 'IDRIS AND SON', 'JAPANESE HOUSE', 'JIA PING COFFEE STALL', 'JOYOUS MOMENT', 'KAY HWEE BBQ', ""KIM'S DELIGHTS"", 'KOON KEE DUCK RICE', 'LAU SEAFOOD 160', 'LAU SEAFOOD 161', 'LAU SEAFOOD 162', 'LAU SEAFOOD 163', 'LAU SEAFOOD 164', 'LAU SEAFOOD 167', 'LIDIA', 'LOW HUA SOON TRADING', 'MIAO YIN 91', 'MOLI FOOD STALL', 'MUTTON AND LAMD CHILLED', 'NOODLES STALL', 'PENG YOU CHICKEN RICE', 'POPULAR CAFE', 'QING HUA NYONYA KUEH', 'SIMON LOH FISH STALL', 'SIN HO', 'SOMETHING JUICY', 'SONG LUCK', 'SOON YI CHICKEN RICE', 'THE PANCAKE GARDEN', 'VEGETABLE STALL 113', 'VEGETARIAN FROZEN FOOD 1', 'VEGETARIAN FROZEN FOOD 2', 'WAK ANA', 'WELCOME COFFEE STALL', 'WONG PORRIDGE', 'YAP YON MOY', 'YENG HWA DELIGHTS', 'YONG TAU FOO', 'YOU N ME COFFEE', 'YOUSHENG VEGETARIAN FOOD']",1.32055221938711,103.935539171613
815,TAMPINES ROUND MARKET & FOOD CENTRE,"137 TAMPINES ST 11, S521137","['122 FROZEN GOODS', '122 FROZEN PORK', '137 HOT AND COLD DRINK', '137 LOR MEE PRAWN MEE', '137 VEGETERIAN PANKCAKE', '26 SOYA BEAN', 'AH BAI PORK STALL', 'AH KIAT FRESH FISH STALL', 'AH LIAN XIANG ZHUANG', 'AH LOH FRESH PORK', 'AL HIJRAH', 'ANI TAILOR', 'AZIZAH TRADING & SERVICES', 'BAO SHOUSHI', 'CENTRE COFFEE STALL', 'CHAI CHEE PORK PORRIDGE', 'CHILLED FRESH PORK (WM)', 'CLOTHES', 'COFFEE POWDER & BISCUIT', 'DELISNACKS', 'FISH HEAD HOTPOT', 'FRIED CARROT CAKE', ""HENG'S FRUITS STALL (WM)"", 'HENRY AND IRENE FLORAL (WM)', 'HONG FRESH FISH', 'HONG HAKKA YONG TAU FOO', 'HOUSE OF DESSERT', 'HUP LEE FRIED BEE HOON', ""IRENE'S BOUTIQUE"", 'J & C TAMP', 'JIE MEI HUA DIAN (WM)', 'JIE SHEN SHOU GONG BAO']",1.34537347373749,103.944629422828
816,TIAN TIAN LAI,"823A TAMPINES ST 81, S521823","['FRESH COCONUT', 'THIAM CHAI VEGETABLES']",1.3489292582561,103.93349188136
817,168 COFFEESHOP,"168 BEDOK SOUTH AVE 3, S460168","['168 WESTERN FOOD', 'NOODLE PTE. LTD.', 'TAMPINES BD BOON CHIANG', 'TONGGARDEN SEAFOOD PTE. L']",1.32003490215579,103.944571586111
818,25 BREW COFFEE,"25 NEW UPPER CHANGI RD, S462025","['25 BREW COFFEE', 'CRAB KINGDOM']",1.3232501334952,103.933835585816
819,80'S CORNER COFFEESHOP,"80 MARINE PARADE CENTRAL, S440080","['LAI WAN ROU CUO MIAN', 'QI QI CATERING']",1.30248202632175,103.9077387936
820,89.7 SUPPER CLUB,"5 CHANGI VILLAGE RD, S500005",['89.7 SUPPER CLUB'],1.38885339963623,103.986845986484
821,ALL FAMILY FOODCOURT,"259 PASIR RIS ST 21, S510259","['TOP CORNER WESTERN FOOD', 'VEGETARIAN FROZEN FOOD 2']",1.36645364010349,103.964598499523
822,BADALING (NEW UPP CHANGI 59),"59 NEW UPPER CHANGI RD, S461059",['WESTERN BARBEQUE GROUP'],1.32405898618809,103.940695612461
823,BROADWAY (760A),"760A BEDOK RESERVOIR VIEW, S471760","['BROADWAY 760 CR', 'BROADWAY 760 DK', 'BROADWAY 760 MR', 'BROADWAY 760 SF']",1.3365378618306,103.934987413858
824,CHANG CHENG (211),"211 NEW UPPER CHANGI RD, S460211","['CHANG CHENG 211 DK', 'CHANG CHENG 211 MVR', 'CHANG CHENG 211 RD', 'CHANG CHENG CS CHANGI', 'HAPPY HOUSE MALA 211', 'RONG KEE NEW UPPER CHANGI']",1.32550084519552,103.931967583359
825,CHANG CHENG (59),"59 MARINE TERRACE, S440059","['132 MEE POK', 'DRINKS', 'MIXED VEGE RICE', 'ROASTED DELIGHT', 'SEAFOOD']",1.30585966549606,103.914721778871
826,CHANG LONG COFFEESHOP,"122 BEDOK NORTH ST 2, S460122","['CHANG LONG STEAMBOAT', 'EVER DRAGON CAFE', 'SAN GU MA DIAN XIN']",1.32861719819893,103.937787149387
827,COFFEE EXPRESS 2000,"443 PASIR RIS DR 6, S510443","['AHER SOUP', 'CHAR GRILL BAR 443', 'MIXED RICE 443', 'YU KEE DUCK RICE']",1.36940860628198,103.957395750219
828,ENG SAN COFFEE,"412 BEDOK NORTH AVE 2, S460412","['LIN LIN VEGETARIAN', 'QUAN TAI COFFEE & DRINKS', 'QUAN TAI SEAFOOD']",1.32929126082802,103.931090689284
829,EVERYDAY COME COFFEE HOUSE,"477 TAMPINES ST 43, S520477",['MV 477'],1.36092155092893,103.952892124796
830,FF 419 FNB PTE LTD,"419 TAMPINES ST 41, S520419",['HOCK LAN FOOD SERVICES'],1.35783252178817,103.946726918914
831,Foodloft,"823A TAMPINES ST 81, S521823","['AN AN MINCED MEAT NOODLE', 'MENTAI SENS 823', 'SARAWAK KOLO MEE & LAKSA']",1.3489292582561,103.93349188136
832,FOODPARK (164),"164 TAMPINES ST 12, S521164","['FOODPARK', 'YOUSHAN FOOD ENTERPRISE']",1.3496215142655,103.946000691097
833,FOODPARK (823A),"823A TAMPINES ST 81, S521823","['1.2.3. PORK STALL', '32 NOODLE', '823A SEAFOOD PARK', '828 WU XIANG', 'DRINKS STALL 823', 'FRESH FISH STALL', 'JIAN BO SHUI KUEH - 823', 'MENTAI SENS 823', 'POPIAH', 'RED ROASTED FOOD', 'RI RI SHENG MALA POT', 'SEA EMPIRE LLP', 'SEA KING SEAFOOD @ 823A', 'SHANG HAI SHI XIANG GE', 'SU CAI PU', 'TOKYO WESTERN FOOD', 'WANG YUAN FISH SOUP 823']",1.3489292582561,103.93349188136
834,GHK @ 509 BEDOK,"509 BEDOK NORTH ST 3, S460509","['GHK @ 509 BEDOK', 'VEGETARIAN CENTRE', 'WESTERN FOOD']",1.33317541870197,103.931265025162
835,GRAINS & HOPS (TP),"494 TAMPINES ST 45, S523494","['FISH NOODLE SOUP', 'JIAK MOOKATA']",1.36287260065239,103.955717524059
836,HAPPY HAWKER (602B),"602B TAMPINES ST 81, S522602",['M&M FOOD HOLDINGS PTE. LT'],1.36138884982369,103.937648040157
837,HAPPY HAWKERS (872C),"872C TAMPINES ST 86, S523872",['DAPUR HASSAN'],1.35530533818727,103.931659088071
838,JIN BAO COFFEESHOP,"280 TAMPINES ST 22, S520280",['SEAFOOD KITCHEN'],1.34753519689194,103.951702776881
839,KEDAI KOPI,"12 HAIG RD, S430012","['HCS12', 'HCS12HM', 'HCS12PP', 'HCS12TB', 'MEE BAGUS', 'TONG FONG FATT 12 HR']",1.31561468089698,103.896129520656
840,KIMLY (123),"123 BEDOK NORTH ST 2, S460123","['CS123', 'DS123', 'FISH SOUP', 'KOO KEE YONG TOW FOO MEE', 'OSK SEAFOOD', 'WANTON NOODLE', 'WESTERN FOOD', 'ZHEN PORRIDGE']",1.32919868667839,103.937343347878
841,KIMLY (29B),"29B CHAI CHEE AVE, S462029","['108 MALA CHAICHEE', 'CS29B', 'DS29B', 'JIN MING MIAN JIA', 'MVR29B', 'RAMEN FISH SOUP', 'SF29B', 'STEAMED SOUP', 'TFW CHAI CHEE', 'XIAO FU VEGETARIAN CC']",1.3241399156082,103.923969688386
842,KIMLY (631),"631 BEDOK RESERVOIR RD, S470631","['631 BEDOK MALA', 'CS631', 'DS631', 'JUST EAT NASI LEMAK', 'MV 631', 'SF631']",1.33295873271663,103.914941831215
843,KIMLY (826),"826 TAMPINES ST 81, S520826","['168 ECON MEE HOON', '826 CHICKEN RICE', ""AH HUA'S KITCHEN"", 'CS826', 'DSS826', 'LEE KWANG KEE', 'ZURAH & SOFIAN']",1.349339645898,103.933610807865
844,KOPI HOUSE 1990 PTE LTD,"820 TAMPINES ST 81, S520820",['888 MOOKATA'],1.347929652568,103.936119933977
845,KOPITIAM (205),"205 BEDOK NORTH ST 1, S460205","['BD-DRINK STALL', 'BD-ECONOMICAL RICE', 'HERBAL SOUP']",1.32592675434667,103.930808082635
846,KOUFU (258),"258 PASIR RIS ST 21, S510258","['KOUFU 258 DESSERTS', 'KOUFU 258 DIMSUM', 'KOUFU 258 LP01', 'KOUFU 258 LP02', 'KOUFU 258 LP03', 'KOUFU 258 LP04', 'KOUFU 258 LP05', 'KOUFU 258 LP06', 'KOUFU 258 LP07', 'KOUFU 258 LP08', 'KOUFU 258 LP09', 'KOUFU 258 LP10', 'KOUFU 258 LPR1', 'KOUFU 258 LPR2', 'KOUFU PTE LTD 258 DRINKS']",1.36707357525622,103.964632225014
847,LE XUAN TIM SUM,"5 CHANGI VILLAGE, S500005","['STALL 1', 'STALL 2']",1.38885339963623,103.986845986484
848,NAM WAH COFFEESHOP,"929 TAMPINES ST 91, S520929","['BOBBY DELICACY', 'FLAME GRILL', 'GAGA ROASTED DELIGHTS 929', 'LUOSHIFU SEAFOOD', 'PONDOK UPEH S2', 'SINFUL FOOD']",1.34639172413315,103.93961398508
849,NEW CHANGI EATING HOUSE,"57 NEW UPPER CHANGI, S461057","['57 HANDMADE NOODLE', '57 XING LE', 'AH YEE CONGEE', 'AMPANG QQ FISHBALL NOODLE', 'CS57', 'HANAMI JAPANESE KITCHEN', 'SMILERS HUT', 'YUAN YUAN VEGETARIAN']",1.32424554153984,103.941568704132
850,SAFFRONS,"201D TAMPINES ST 21, S524201","['ABC EATING HOUSE', 'SAFFRONS', 'ST 1', 'ST 2', 'ST 3', 'TAMPINES SEAFOOD']",1.35214194752099,103.954010279015
851,SHI WEI TIAN,"204 BEDOK NORTH ST 1, S460204","['BU BU KOREAN FOOD', 'DRINKS', 'KATONG SOUP KING', 'MALA HOTPOT', 'SARAWAK DELICACY 204', 'TOFULLY']",1.32605951201685,103.930139394892
